id,name,name_in_home_country,value,number,contract_expiry,birthplace,date_of_birth,height,position,main_position,other_position,citizenship,international_team,foot,current_club,player_agent,outfitter,url,age,last_name,simple_name
30670b0e,Arnau Tenas,Arnau Tenas Ureña,5.0,80.0,"Jun 30, 2026",Vic,05/30/2001,1.85,goalkeeper,goalkeeper,undefined,Spain,,right,Paris Saint-Germain,De la Peña &,Unknown,https://www.transfermarkt.com/arnau-tenas/profil/spieler/466783,22,Tenas,Arnau Tenas
30672832,Robert Mazan,Róbert Mazáň,0.3,72.0,"Dec 31, 2024",Trenčín,02/9/1994,1.8,full-back,full-back,winger,Slovakia,Slovakia,left,FK Panevezys,Unknown,Unknown,https://www.transfermarkt.com/robert-mazan/profil/spieler/181619,30,Mazan,Robert Mazan
3067cbef,Kouadio-Yves Dabila,,0.6,13.0,"Jun 30, 2024",Kouassi-Datèkro,01/1/1997,1.83,centre-back,centre-back,full-back,Cote d'Ivoire,Ivory Coast,right,Paris FC,Wasserman,adidas,https://www.transfermarkt.com/kouadio-yves-dabila/profil/spieler/503740,27,Dabila,Kouadio-Yves Dabila
3071a619,Nolan Roux,,0.1,,,Compiègne,03/1/1988,1.82,forward,forward,winger,France,France U21,right,Without Club,firsteleven ISM,Unknown,https://www.transfermarkt.com/nolan-roux/profil/spieler/81460,36,Roux,Nolan Roux
307581ff,Ichem Ferrah,,0.1,,"Jun 30, 2026",Tourcoing,09/23/2005,1.71,winger,winger,attacking midfield,France,,left,LOSC Lille B,Unknown,Unknown,https://www.transfermarkt.com/ichem-ferrah/profil/spieler/1083024,18,Ferrah,Ichem Ferrah
307fcd26,Andrés Fernández,Andrés Eduardo Fernández Moreno,0.5,13.0,"Jun 30, 2024",Alcantarilla,12/16/1986,1.85,goalkeeper,goalkeeper,undefined,Spain,,right,Levante UD,Bahía Internacional,Unknown,https://www.transfermarkt.com/andres-fernandez/profil/spieler/57522,37,Fernández,Andres Fernandez
30941e96,Angeliño,,8.0,69.0,"Jun 30, 2024",Coristanco,01/4/1997,1.71,full-back,full-back,winger,Spain,Spain U21,left,AS Roma,VIDA 11,Nike,https://www.transfermarkt.com/angelino/profil/spieler/277179,27,Angeliño,Angelino
3098c0df,Brandon Barker,Brandon Lee Colin Barker,0.3,7.0,"Jun 30, 2024",Manchester,10/4/1996,1.8,winger,winger,winger,England,England U20,right,Morecambe FC,Unknown,Unknown,https://www.transfermarkt.com/brandon-barker/profil/spieler/214927,27,Barker,Brandon Barker
309937e7,Mouhamadou Drammeh,,0.25,6.0,"Jun 30, 2025",Paris,05/15/1999,1.88,defensive midfield,defensive midfield,central midfield,France,,left,FC Sochaux-Montbéliard,BLACKSKILL,Unknown,https://www.transfermarkt.com/mouhamadou-drammeh/profil/spieler/399551,24,Drammeh,Mouhamadou Drammeh
30a09cb5,Derrick Luckassen,,1.0,25.0,"Jun 30, 2024",Amsterdam,07/3/1995,1.86,centre-back,centre-back,defensive midfield,Netherlands,Netherlands U21,right,Maccabi Tel Aviv,Team Raiola,Unknown,https://www.transfermarkt.com/derrick-luckassen/profil/spieler/241457,28,Luckassen,Derrick Luckassen
30ae134d,Kevin Behrens,,3.0,17.0,"Jun 30, 2025",Bremen,02/3/1991,1.85,forward,forward,forward,Germany,,both,VfL Wolfsburg,B O K S,Unknown,https://www.transfermarkt.com/kevin-behrens/profil/spieler/117432,33,Behrens,Kevin Behrens
30af8b93,Xande Silva,Alexandre Nascimento da Costa Silva,0.8,16.0,"Dec 31, 2025",Porto,03/16/1997,1.77,winger,winger,winger,Portugal,Portugal U21,right,Atlanta United FC,"Jordie Isen,",Mizuno,https://www.transfermarkt.com/xande-silva/profil/spieler/258011,27,X. Silva,Xande Silva
30c220c3,Mitchell Weiser,Mitchell-Elijah Weiser,6.0,8.0,"Jun 30, 2024",Troisdorf,04/21/1994,1.77,full-back,full-back,winger,Germany,Germany U21,right,SV Werder Bremen,CN Sports,Unknown,https://www.transfermarkt.com/mitchell-weiser/profil/spieler/119211,29,Weiser,Mitchell Weiser
30d4a2e5,Vitaliy Mykolenko,Date of birth/Age:,28.0,19.0,"Jun 30, 2026",Cherkasy,05/29/1999,1.8,full-back,full-back,centre-back,Ukraine,Ukraine,left,Everton FC,ProStar,Unknown,https://www.transfermarkt.com/vitaliy-mykolenko/profil/spieler/404842,24,Mykolenko,Vitaliy Mykolenko
30db8574,Mads Bech Sörensen,Mads Bech Sørensen,2.0,22.0,"Jun 30, 2027",Horsens,01/7/1999,1.93,centre-back,centre-back,full-back,Denmark,Denmark,left,FC Midtjylland,People In Sport,Unknown,https://www.transfermarkt.com/mads-bech-sorensen/profil/spieler/372240,25,Sörensen,Mads Bech Sorensen
30e81a88,Rhian Brewster,Rhian Joel Brewster,3.0,7.0,"Jun 30, 2025",London,04/1/2000,1.8,forward,forward,undefined,England,England U21,right,Sheffield United,ROOF,adidas,https://www.transfermarkt.com/rhian-brewster/profil/spieler/406560,24,Brewster,Rhian Brewster
30f5ffa9,Milan Skriniar,Milan Škriniar,40.0,37.0,"Jun 30, 2028",iar nad Hronom,02/11/1995,1.88,centre-back,centre-back,undefined,Slovakia,,right,Paris Saint-Germain,Relatives,Puma,https://www.transfermarkt.com/milan-skriniar/profil/spieler/204069,29,Skriniar,Milan Skriniar
311027cb,Leonardo Mancuso,,1.0,7.0,"Jun 30, 2024",Milano,05/26/1992,1.82,forward,forward,winger,Italy,,right,Palermo FC,Branchini Associati,Unknown,https://www.transfermarkt.com/leonardo-mancuso/profil/spieler/160344,31,Mancuso,Leonardo Mancuso
31114001,Berkay Özcan,,4.0,10.0,"Jun 30, 2027",Karlsruhe,02/15/1998,1.78,central midfield,central midfield,attacking midfield,Türkiye,Türkiye,right,Basaksehir FK,FSB –,adidas,https://www.transfermarkt.com/berkay-ozcan/profil/spieler/249952,26,Özcan,Berkay Ozcan
31223bcf,Álvaro Medrán,lvaro Medrán Just,4.0,14.0,"Jun 30, 2027",Dos Torres ...,03/15/1994,1.77,central midfield,central midfield,attacking midfield,Spain,Spain U21,right,Al-Ettifaq FC,Borja Couce,Unknown,https://www.transfermarkt.com/alvaro-medran/profil/spieler/253839,30,Medrán,Alvaro Medran
312626c1,Jack O'Connell,Jack William O'Connell,0.0,,,Liverpool,03/29/1994,1.9,centre-back,centre-back,full-back,England,England U19,left,Retired,Wasserman,Unknown,https://www.transfermarkt.com/jack-oconnell/profil/spieler/212829,30,O'Connell,Jack O'Connell
313254a3,Kiliann Sildillia,Kiliann Eric Sildillia,18.0,25.0,"Jun 30, 2026",Metz,05/16/2002,1.86,full-back,full-back,centre-back,France,France U23,right,SC Freiburg,KS__Team,Unknown,https://www.transfermarkt.com/kiliann-sildillia/profil/spieler/548348,21,Sildillia,Kiliann Sildillia
31377e38,Zinédine Machach,,0.45,8.0,"Jun 30, 2026",Marseille,01/5/1996,,attacking midfield,attacking midfield,defensive midfield,France,,right,Melbourne Victory,Playeleven,Nike,https://www.transfermarkt.com/zinedine-machach/profil/spieler/146143,28,Machach,Zinedine Machach
314bdac5,Matías Kranevitter,Claudio Matías Kranevitter,1.0,5.0,"Dec 31, 2025",San Miguel de ...,05/21/1993,1.78,defensive midfield,defensive midfield,central midfield,Argentina,Argentina,right,CA River Plate,Hernan Berman,Unknown,https://www.transfermarkt.com/matias-kranevitter/profil/spieler/240900,30,Kranevitter,Matias Kranevitter
314eeab1,Julio Gracia,Julio Gracia Gallardo,0.2,8.0,"Jun 30, 2024",El Saucejo,02/10/1998,1.71,central midfield,central midfield,attacking midfield,Spain,,right,CD Castellón,Adrián del Nido,Unknown,https://www.transfermarkt.com/julio-gracia/profil/spieler/391346,26,Gracia,Julio Gracia
314f2124,Miranda,,0.0,,,Paranavaí,09/7/1984,1.86,centre-back,centre-back,sweeper,Brazil,Brazil,right,Retired,Gestifute,adidas,https://www.transfermarkt.com/miranda/profil/spieler/33357,39,Miranda,Miranda
315fe681,Massamba N'Diaye,,0.5,1.0,"Jun 30, 2027",Thiès,10/8/2001,2.02,goalkeeper,goalkeeper,undefined,Senegal,Senegal U23,right,Clermont Foot 63,BLACKSKILL,Unknown,https://www.transfermarkt.com/massamba-ndiaye/profil/spieler/916497,22,N'Diaye,Massamba N'Diaye
316162b6,Oliver Fink,,0.0,,,Hirschau,06/6/1982,1.87,central midfield,central midfield,attacking midfield,Germany,,right,Retired,Unique Sports Group,Unknown,https://www.transfermarkt.com/oliver-fink/profil/spieler/11268,41,Fink,Oliver Fink
31626657,Laurent Abergel,,3.0,19.0,"Jun 30, 2026",Marseille,02/1/1993,1.7,defensive midfield,defensive midfield,central midfield,France,,right,FC Lorient,N.Agency,Puma,https://www.transfermarkt.com/laurent-abergel/profil/spieler/238626,31,Abergel,Laurent Abergel
316de854,Ryan Kent,,5.0,11.0,"Jun 30, 2027",Oldham,11/11/1996,1.76,winger,winger,winger,England,England U20,right,Fenerbahce,Relatives,Nike,https://www.transfermarkt.com/ryan-kent/profil/spieler/279457,27,Kent,Ryan Kent
316e70c7,Mamadou Camara,,0.6,93.0,"Jun 30, 2025",Aubervilliers,02/7/2001,1.84,winger,winger,winger,France,,right,Quevilly - Rouen Métropole,Kemari,Unknown,https://www.transfermarkt.com/mamadou-camara/profil/spieler/857148,23,Camara,Mamadou Camara
31822f8c,Folarin Balogun,Folarin Jolaoluwa Jerry Balogun,30.0,29.0,"Jun 30, 2028","New York City, New ...",07/3/2001,1.78,forward,forward,undefined,United States,USA,right,AS Monaco,Elite Project Group,adidas,https://www.transfermarkt.com/folarin-balogun/profil/spieler/503770,22,Balogun,Folarin Balogun
3189f61a,Nabil Bentaleb,Date of birth/Age:,8.0,6.0,"Jun 30, 2026",Lille,11/24/1994,1.87,defensive midfield,defensive midfield,central midfield,Algeria,Algeria,left,LOSC Lille,Unknown,Unknown,https://www.transfermarkt.com/nabil-bentaleb/profil/spieler/245537,29,Bentaleb,Nabil Bentaleb
319fa018,Leon Opitz,,0.6,35.0,-,Bad Oldesloe,04/11/2005,1.83,winger,winger,winger,Germany,,left,SV Werder Bremen,K&K Sportmanagement,Unknown,https://www.transfermarkt.com/leon-opitz/profil/spieler/825073,19,Opitz,Leon Opitz
31a1288d,Antoñín,,0.5,11.0,"Jun 30, 2027",Málaga,04/16/2000,1.82,forward,forward,winger,Spain,Spain U21,right,CD Lugo,IS SPORTS AGENCY,Unknown,https://www.transfermarkt.com/antonin/profil/spieler/610336,24,Antoñín,Antonin
31a62dc7,Zeki Çelik,Mehmet Zeki Çelik,6.0,19.0,"Jun 30, 2026",Bursa,02/17/1997,1.8,full-back,full-back,winger,Türkiye,Türkiye,right,AS Roma,F-F SPORT,Unknown,https://www.transfermarkt.com/zeki-celik/profil/spieler/251075,27,Çelik,Zeki Celik
31b252fc,Ilario Monterisi,,3.0,30.0,"Jun 30, 2027",Trani,12/19/2001,1.9,centre-back,centre-back,full-back,Italy,,right,Frosinone Calcio,LIAN Sports Group,Unknown,https://www.transfermarkt.com/ilario-monterisi/profil/spieler/550116,22,Monterisi,Ilario Monterisi
31bbb7e2,Gerónimo Poblete,Gerónimo Gastón Poblete,0.8,20.0,"Jun 30, 2024",Tupungato,01/2/1993,1.73,defensive midfield,defensive midfield,central midfield,Argentina,,right,Al-Wasl SC,Unknown,Unknown,https://www.transfermarkt.com/geronimo-poblete/profil/spieler/216714,31,Poblete,Geronimo Poblete
31c01b85,Jordy Clasie,,3.0,8.0,"Jun 30, 2025",Haarlem,06/27/1991,1.69,defensive midfield,defensive midfield,central midfield,Netherlands,Netherlands,right,AZ Alkmaar,Prime11,Unknown,https://www.transfermarkt.com/jordy-clasie/profil/spieler/104223,32,Clasie,Jordy Clasie
31c69ef1,Rúben Dias,Rúben Santos Gato Alves Dias,80.0,3.0,"Jun 30, 2027",Amadora,05/14/1997,1.87,centre-back,centre-back,undefined,Portugal,Portugal,right,Manchester City,Gestifute,Nike,https://www.transfermarkt.com/ruben-dias/profil/spieler/258004,26,Dias,Ruben Dias
31d45cc8,Álvaro Lemos,lvaro Lemos Collazo,0.8,14.0,"Jun 30, 2025",A Coruña,03/30/1993,1.77,full-back,full-back,winger,Spain,,right,UD Las Palmas,Eugenio Botas,Unknown,https://www.transfermarkt.com/alvaro-lemos/profil/spieler/230222,31,Lemos,Alvaro Lemos
31d7f557,Christian Maggio,Christian Maggio,0.0,,,Montecchio Maggiore,02/11/1982,1.84,full-back,full-back,winger,Italy,Italy,right,Retired,G.E.V.,Unknown,https://www.transfermarkt.com/christian-maggio/profil/spieler/21151,42,Maggio,Christian Maggio
31dce0c8,Vincent Janssen,Vincent Petrus Anna Sebastiaan Janssen,9.0,18.0,"Jun 30, 2026",Heesch,06/15/1994,1.85,forward,forward,attacking midfield,Netherlands,Netherlands,left,Royal Antwerp FC,A-GROUP,Unknown,https://www.transfermarkt.com/vincent-janssen/profil/spieler/207015,29,Janssen,Vincent Janssen
31f5b89b,Paul Akouokou,Edgar Paul Akouokou,2.0,4.0,"Jun 30, 2027",Abidjan,12/20/1997,1.81,defensive midfield,defensive midfield,central midfield,Cote d'Ivoire,Ivory Coast,right,Olympique Lyon,Unknown,Unknown,https://www.transfermarkt.com/paul-akouokou/profil/spieler/429901,26,Akouokou,Paul Akouokou
31faf295,Bryan Oviedo,Bryan Josué Oviedo Jiménez,0.2,3.0,"Dec 31, 2024",San José,02/18/1990,1.72,full-back,full-back,winger,Costa Rica,,left,Real Salt Lake City,PRO FC,Unknown,https://www.transfermarkt.com/bryan-oviedo/profil/spieler/124983,34,Oviedo,Bryan Oviedo
3201b03d,Danny Simpson,Daniel Peter Simpson,0.0,,-,Eccles,01/4/1987,1.76,full-back,full-back,undefined,England,,right,Macclesfield FC,Unknown,adidas,https://www.transfermarkt.com/danny-simpson/profil/spieler/37442,37,Simpson,Danny Simpson
32100829,Koffi Kouao,Koffi Franck Kouao,1.0,39.0,"Jun 30, 2026",Abidjan,05/20/1998,1.73,full-back,full-back,full-back,Cote d'Ivoire,Ivory Coast U23,right,FC Metz,Relatives,Unknown,https://www.transfermarkt.com/koffi-kouao/profil/spieler/481513,25,Kouao,Koffi Kouao
32163807,Ben Parkinson,,0.25,63.0,"Jun 30, 2024",Durham,03/10/2005,1.83,winger,winger,forward,England,,right,Newcastle United U21,SMI Sports,Unknown,https://www.transfermarkt.com/ben-parkinson/profil/spieler/922764,19,Parkinson,Ben Parkinson
321a71a7,Maxime Le Marchand,,0.0,,,Saint-Malo,10/11/1989,1.85,centre-back,centre-back,full-back,France,,left,Retired,Unknown,Unknown,https://www.transfermarkt.com/maxime-le-marchand/profil/spieler/60558,34,Marchand,Maxime Le Marchand
321f83a2,Richairo Zivkovic,"Richairo Juliano Živković , Ришарио Живковић",0.6,34.0,"Jun 30, 2024",Assen,09/5/1996,1.87,forward,forward,winger,Curacao,Curaçao,right,Lion City Sailors,PUM,Nike,https://www.transfermarkt.com/richairo-%C5%BDivkovi%C4%87/profil/spieler/252755,27,Zivkovic,Richairo Zivkovic
3225654e,Arthur Zagré,,1.0,12.0,"Jun 30, 2026",Neuilly-sur-Seine,10/4/2001,1.68,full-back,full-back,central midfield,France,France U19,left,Excelsior Rotterdam,2SAgency,adidas,https://www.transfermarkt.com/arthur-zagre/profil/spieler/536477,22,Zagré,Arthur Zagre
322ba2df,Alin Toșca,Alin Dorinel Toșca,0.8,6.0,"Jun 30, 2025",Alexandria,03/14/1992,1.81,centre-back,centre-back,full-back,Romania,Romania,left,Al-Riyadh SC,TKS,Unknown,https://www.transfermarkt.com/alin-tosca/profil/spieler/148004,32,Toșca,Alin Tosca
3233eefd,Phil Jagielka,Philip Nikodem Jagielka,0.0,,,Manchester,08/17/1982,1.8,centre-back,centre-back,undefined,England,England,right,Retired,CAA Stellar,Unknown,https://www.transfermarkt.com/phil-jagielka/profil/spieler/13520,41,Jagielka,Phil Jagielka
3239a8ed,Rafa Marín,Rafael Marín Zamora,5.0,16.0,"Jun 30, 2024",Guadajoz,05/19/2002,1.91,centre-back,centre-back,full-back,Spain,Spain U21,right,Deportivo Alavés,LEADERBROCK,Unknown,https://www.transfermarkt.com/rafa-marin/profil/spieler/662261,21,Marín,Rafa Marin
324ff0da,Jacob Christensen,Jacob Steen Christensen,2.0,22.0,"Jun 30, 2026",Kopenhagen,06/25/2001,1.8,defensive midfield,defensive midfield,central midfield,Denmark,Denmark U21,right,FC Köln,People In Sport,Unknown,https://www.transfermarkt.com/jacob-christensen/profil/spieler/515017,22,Christensen,Jacob Christensen
3250c6cd,Kévin Bérigaud,,0.0,,,Thonon-les-Bains,05/9/1988,1.76,forward,forward,winger,France,,right,Without Club,Unknown,Unknown,https://www.transfermarkt.com/kevin-berigaud/profil/spieler/98351,35,Bérigaud,Kevin Berigaud
3260690c,Benjamin Sesko,Benjamin Šeško,40.0,30.0,"Jun 30, 2028",Radeče,05/31/2003,1.95,forward,forward,undefined,Slovenia,Slovenia,right,RB Leipzig,Pro transfer,Unknown,https://www.transfermarkt.com/benjamin-sesko/profil/spieler/627442,20,Sesko,Benjamin Sesko
326d09ef,Nícolas,,0.3,1.0,"Jun 30, 2025",Colorado do Oeste,04/12/1988,1.9,goalkeeper,goalkeeper,undefined,Brazil,,right,Pisa Sporting Club,Grimaldi Mariano,Unknown,https://www.transfermarkt.com/nicolas/profil/spieler/99523,36,Nícolas,Nicolas
328f7d51,Joe Aribo,Joseph Oluwaseyi Temitope Ayodele-Aribo,6.0,7.0,"Jun 30, 2026",London,07/21/1996,1.83,central midfield,central midfield,attacking midfield,Nigeria,,left,Southampton FC,Elite Project Group,Unknown,https://www.transfermarkt.com/joe-aribo/profil/spieler/468198,27,Aribo,Joe Aribo
32974271,Sergi Guardiola,Sergio Guardiola Navarro,0.9,19.0,"Jun 30, 2025",Manacor,05/29/1991,1.85,forward,forward,winger,Spain,,left,Cádiz CF,JV SPORTS,Unknown,https://www.transfermarkt.com/sergi-guardiola/profil/spieler/256429,32,Guardiola,Sergi Guardiola
329e7a13,Moïse Sakava,Moïse Sakava Sangola,0.0,,"Jun 30, 2024",Mokolo,12/26/2000,1.69,attacking midfield,attacking midfield,undefined,Cameroon,Cameroon U17,right,US Créteil-Lusitanos,Black Palladium,Unknown,https://www.transfermarkt.com/moise-sakava/profil/spieler/520054,23,Sakava,Moise Sakava
32a33c68,Maximiliano Olivera,Maximiliano Martín Olivera De Andrea,0.75,15.0,"Jun 30, 2025",Montevideo,03/5/1992,1.82,full-back,full-back,centre-back,Uruguay,Uruguay U20,left,CA Peñarol,Paco Casal,Unknown,https://www.transfermarkt.com/maximiliano-olivera/profil/spieler/179757,32,Olivera,Maximiliano Olivera
32b84cec,Merveil Ndockyt,Merveil Valthy Streeker Ndockyt,0.5,8.0,"Jun 30, 2025",Brazzaville,07/20/1998,1.69,winger,winger,attacking midfield,Congo,Congo,left,HNK Gorica,BY Sport Consulting,Nike,https://www.transfermarkt.com/merveil-ndockyt/profil/spieler/398886,25,Ndockyt,Merveil Ndockyt
32b9b5fa,Albano Bizzarri,Albano Benjamín Bizarri,0.0,,,Etruria,11/9/1977,1.88,goalkeeper,goalkeeper,undefined,Argentina,Argentina,right,Retired,Matteo Materazzi,adidas,https://www.transfermarkt.com/albano-bizzarri/profil/spieler/7797,46,Bizzarri,Albano Bizzarri
32c016f8,Afimico Pululu,,0.9,10.0,"Jun 30, 2025",Luanda,03/23/1999,1.75,forward,forward,winger,Angola,,left,Jagiellonia Bialystok,LITCHI AG,Unknown,https://www.transfermarkt.com/afimico-pululu/profil/spieler/410649,25,Pululu,Afimico Pululu
32c0491f,Cristiano Piccini,,0.75,2.0,"Jun 30, 2024",Firenze,09/26/1992,1.89,centre-back,centre-back,winger,Italy,Italy,right,UC Sampdoria,CAA Base Ltd,Unknown,https://www.transfermarkt.com/cristiano-piccini/profil/spieler/163086,31,Piccini,Cristiano Piccini
32c2d95f,Yunis Abdelhamid,Date of birth/Age:,0.7,5.0,"Jun 30, 2024",Montpellier,09/28/1987,1.9,centre-back,centre-back,undefined,Morocco,,left,Stade Reims,PSC,Puma,https://www.transfermarkt.com/yunis-abdelhamid/profil/spieler/199704,36,Abdelhamid,Yunis Abdelhamid
32d1c24f,Thomas Heurtaux,Thomas Marc Patrice Heurtaux,0.0,,,Lisieux,07/3/1988,1.83,centre-back,centre-back,full-back,France,France U20,right,Retired,no agent,Unknown,https://www.transfermarkt.com/thomas-heurtaux/profil/spieler/109598,35,Heurtaux,Thomas Heurtaux
32e2163d,Justin-Noël Kalumba,Justin-Noël Kalumba Mwana Ngongo,0.25,17.0,"Jun 30, 2026",Roubaix,12/25/2004,1.82,winger,winger,winger,France,,right,Angers SCO,USFA Management,Unknown,https://www.transfermarkt.com/justin-noel-kalumba/profil/spieler/1101641,19,Kalumba,Justin-Noel Kalumba
32e73151,Sam Larsson,Sam Andreas Larsson,1.0,10.0,"Jun 30, 2024",Göteborg,04/10/1993,1.8,winger,winger,winger,Sweden,Sweden,right,Antalyaspor,TIAgency,Unknown,https://www.transfermarkt.com/sam-larsson/profil/spieler/159668,31,Larsson,Sam Larsson
32e7ce92,Loris Karius,Loris Sven Karius,1.0,18.0,"Jun 30, 2024",Biberach an der Riß,06/22/1993,1.91,goalkeeper,goalkeeper,undefined,Germany,Germany U21,right,Newcastle United,ROGON,adidas,https://www.transfermarkt.com/loris-karius/profil/spieler/85864,30,Karius,Loris Karius
32e8417f,Stefan Bajcetic,Stefan Bajčetić Maquieira,11.0,43.0,"Jun 30, 2027",Vigo,10/22/2004,1.85,defensive midfield,defensive midfield,centre-back,Spain,,right,Liverpool FC,ROOF,adidas,https://www.transfermarkt.com/stefan-bajcetic/profil/spieler/864799,19,Bajcetic,Stefan Bajcetic
32e96d52,Onur Bulut,,3.0,4.0,"Jun 30, 2026",Werdohl,04/16/1994,1.79,full-back,full-back,winger,Türkiye,,right,Besiktas JK,NG360,Unknown,https://www.transfermarkt.com/onur-bulut/profil/spieler/152733,30,Bulut,Onur Bulut
32ebfe1e,Andrea Barberis,,0.4,51.0,"Jun 30, 2025",Genova,12/11/1993,1.77,defensive midfield,defensive midfield,central midfield,Italy,Italy U19,right,Pisa Sporting Club,GR Sports,Unknown,https://www.transfermarkt.com/andrea-barberis/profil/spieler/146680,30,Barberis,Andrea Barberis
32f3d97e,Abdoul Kader Bamba,,0.9,12.0,"Jun 30, 2024",Sarcelles,04/25/1994,1.77,winger,winger,winger,France,,right,FC Nantes,CAA Base Ltd,Unknown,https://www.transfermarkt.com/abdoul-kader-bamba/profil/spieler/560725,29,Bamba,Abdoul Kader Bamba
32f60ed8,Morgan Gibbs-White,Morgan Anthony Gibbs-White,40.0,10.0,"Jun 30, 2027",Stafford,01/27/2000,1.71,attacking midfield,attacking midfield,central midfield,England,,right,Nottingham Forest,CAA Stellar,Unknown,https://www.transfermarkt.com/morgan-gibbs-white/profil/spieler/429014,24,Gibbs-White,Morgan Gibbs-White
32f76907,Cosimo da Graça,Cosimo Marco da Graça,0.5,50.0,"Jun 30, 2025",Palermo,05/1/2002,1.85,forward,forward,undefined,Italy,Italy U20,right,Juventus Next Gen,Unknown,Unknown,https://www.transfermarkt.com/cosimo-marco-da-graca/profil/spieler/564795,21,da Graça,Cosimo da Graca
3300c14c,Joel Untersee,,0.0,,,Roodepoort,02/11/1994,1.81,full-back,full-back,winger,Switzerland,Switzerland U21,right,Retired,Unknown,Unknown,https://www.transfermarkt.com/joel-untersee/profil/spieler/147031,30,Untersee,Joel Untersee
